tweets,judgements
"A dead end.
A choice.
One can go left.
Or one could possibly go r- oh coins! Coins I need these!

Cool",5
"I will pet kitties and read books instead. Today was good, though: got a pair of discounted sneakers, two cool books on mushrooms, and had a tasty shawarma lunch before heading home.",6
"Hey Biff (a.k.a. @realDonaldTrump: two points here, 1. Roberts is Chief Justice of US Supreme Court 2. The government does not belong to you. ",8
How my little sister and I fought over the remote when Id want to watch disney channel and she wanted to watch nickelodeon lmao @bretmanrock ,7
How my little sister and I fought over the remote when Id want to watch disney channel and she wanted to watch nickelodeon lmao  ,9
"To 322 (5) or not to 322 (5), that is the question... ",7
Bar six!! How many people even remember them?,8
Whos on first? Hilarious ..🤣🤣 Speers skews Liberal bunny ,7
"Joe Thornton made a career out of using his vision and size below the goal line on the powerplay. KK needs to put on size, but he has a similar skill set/style #Habs",9
"there is only a week left to preorder my book from . im still 39 copies away from my goal! in honor of one more week of preorders, im doing a #giveaway! RT this for a chance to win a signed copy of GRIEF, AND WHAT COMES AFTER. closes 11/30 ",9
How the hell have I managed to somehow break my one light in the living room but the other one works okay?!😫 help😭,9
@additionaltext Okay ew wtf. Thanksgiving gets a hard no from me after seeing that.,8
Firefighters saved this cat from California Camp Fire. He was finally reunited with his owner. ,9
"The human experience of the internet should be a priority for everyone (& every company) building something on the internet.

It is for us.

",9
Why did the last cat run like it was in a cartoon 😂 ,8
The biggest problem for the rest of us is that these people thought they had saved their vision of America. A bunch of Judge Smallses and their edgelord grandkids thought they had essentially overturned democracy. Its going to get much uglier before it gets better. /10,2
I didnt mean what I said. Its my severe anxiety that does the talking. Its Witham Town FCs responsibility,4
Is Blue Face still locked up 😂😭 tryna go to his party lmfaoooooo,6
Fun fact: Pelosi has a higher favorability rating than Mitch McConnell  ,8
". California wildfires: Finland bemused by Trump raking comment
",8
#GOP.Republicans used to have a lot to say about everything. Why are they so silent? I thought they put America first?,9
"Yall better go see @crystallgoethh for coffee, shes out here making the best coffee in town",9
"alright everyone! lets show some OC love~ drop one of your OCs down below and tell me a little about them and retweet this so more people can share their OCs! i will be retweeting your lovely arts as well, so be sure to check out the lovely artists and support them~",3
"@katypetz Four of my favorites ; Party In the USA, Cant Be Tamed, We Cant Stop and Malibu #MileyIsComig",9
" Hi sitara
Have a evening full of positivity, love, happiness, health, serenity and countless blessings.
TYSM 4 each n everything Greetings, blessings,warm wishes, support, friendship and kindness👏
Dont say sorry its o.k
Yup..Tysm 4 sweets
Yeah look like indian Bengali sweet ",5
Aaron Rodgers gets blasted by his brother after pledging $1M to California wildfire relief ,9
"Hello fellow Resisters 💙💙💙
Trying to reach 1k so time for a Follow Back Resistance party!
‼️ Like this post
😎 Retweet this post
👍🏻 Follow me and anyone who Retweets!
🗣Post GIF / comment

Ride the Blue 🌊

#StrongerTogether 👊
#FBRParty #FBR 👍🏻",8
" Sounds great still - reminds me, I need to feed the cake. Must buy some more brandy tomorrow.",1
"i finished my Masters thesis, including two and a half minutes of music that i would stake my entire artistic reputation on",9
"Someone: “Hey Im (insert name here)”
Me: “Hi Im Dori! Nice to meet you”

Their brain:
Dont say it
Dont say it
Dont say it
Dont say it
Dont say it
Dont say it
Dont say it

Them: “haha oh my god like the fish”
Me: “Yep”",9
Therapy Expo 2018 NEC Birmingham 21st and 22nd November. K Laser Stand,6
Therapy Expo 2018 NEC Birmingham 21st and 22nd November. K Laser Stand,9
 Thats a little too late since a lot of them went to California instead of Texas,8
"What would your perfect Saturday be like? — Me, the internet and a cup of coffee",5
"Completely understand this. Attacks on welfare benefits of sick & disabled people, record numbers of ppl sleeping rough on our streets, the misery of Universal Credit. Tory govt have caused so much misery. Ill work with them & Ill & be civil to them, but forgive them tho, never ",4
"Completely understand this. Attacks on welfare benefits of sick & disabled people, record numbers of ppl sleeping rough on our streets, the misery of Universal Credit. Tory govt have caused so much misery. Ill work with them & Ill & be civil to them, but forgive them tho, never ",6
I invite you all to watch @JaniceFiamengos coverage of the Alessandro Strumia case:  I invited Prof. Strumia on my show shortly after the story broke. We communicated via email but has yet to accept my invitation. I hope that hell reconsider.,8
Anyone knows Manny Francos win % in the final race on a nyra card? I just get him religiously whenever he rides in the final race of the day.,8
"Former Acting #ICEDirector #TomHoman: ‘Seeking A Better Life Does Not Qualify For #Asylum
👇🏼👇🏼👌👌👌👌👌👇🏼👇🏼
 via ",8
"Hey media stop doing the media spin for Ivanka Trump. Love how  just was like NO NOPE NO.

Ivanka does not get to play dumb NOW like she didnt know the rules.

You ran your entire campaign on emails and so now you gotta own it. #SorryNotSorry",9
"THE ANNOUNCEMENT weve all been waiting for...Paranormal Lockdown season 3 PREMIERES DECEMBER 4th in the States on Destination America. 18 episodes will be airing, which also includes the U.K. investigations. Click link to read the detailed press release  ",9
There are far too many sentences these days that begin with “if the GOP was a political party instead of a deranged cult...”,9
Waiting at the bus stop and decided to draw @GoodGuyFitz and @SwaggerSouls from @Misfits based on how the gang describes their height. ,8
"Mark Zuckerberg has time to do a CNN interview, but he doesnt have time to answer questions on a video conference w six national parliaments investigating his firm. For the record, he is ignoring the *joint request* of: Britain, Canada, Argentina, Ireland, Singapore and Latvia ",9
" write in.... player C who actually had a xGF% that matches the fiboncacci sequence, but only has an actual goal total of 2. But...But his corsi IS 50.1%......hmmm",8
"@KAYE03078981 @AhmAsmiYodha @dawn_images @dawn_com Please dont show your upbringing here, learn to have a civilized conversation",8
"@NateHillTV Its such an odd feeling haha. I feel like when people are spectating in-game, they could just easily back out and join another game—but since theyre not, they must be watching for some reason...I feel like I gotta put on a show and play overly aggressive etc. 😅",9
"Being multifandom doesnt reduce your love or loyalty for one group, it only reduces your money.",3
   Hi jack Mac Cleen I just wanted to know about you are right about the Brexit and the management company and the future wants to be a hold of the time is based on the site of your choice of to stay in the England team and all the best way by the time is now available,7
"Breaking: Acting AG Whitaker financial disclosure forms reveal more than $1 million in payments from dark money group. Whitaker corrected his financial forms five times since being appointed earlier this month, according to the forms, CNN reporting.",7
"Justice Roberts to Trump: ""We do not have Obama judges or Trump judges, Bush judges or Clinton judges.""

Yeah, maybe try telling that to the women who were parading around in Handmaids Tale outfits and clawing at the doors of Supreme Court last month. Haha.",5
Adventure Going off-grid in the party capital of the world ,9
"Hey folks, please ignore the cozy op-eds asking you to get along with folks at Thanksgiving.

If youre white, you have a responsibility to push back against white supremacy in your relatives at the Thanksgiving table.

Its up to us more than anyone. No exceptions.",7
"@yoongispuppy @BTS_twt Kangol is a very popular brand in America, esp during the 80s-90s hop hop generation. Also theyre awesome",5
" hi I have had the same recurring issue for months now. I am constantly either doing online chat or speaking to customer services for the same problem, constantly repeating myself and its boring now. Can someone competent contact me so this can finally be resolved.",9
So tonight in aid of Teardrop the guys and girls at  had a all change fancy dress night at training so heres mine and donnas version of The Bar   😂😂😂 ,9
"Hey! Check out the Dosh app. It pays you automatically when you shop and dine out. Download the app, link a card, and get a $5 bonus. ",6
Hey Arnold! The Ulitimate Collection DVD Set DVD Set #Giveaway - 3 Winners ,8
"they literally have EVERYTHING along with their amazing personalities which makes them perfect to watch on variety shows , they throw out unique concepts with so much diversity constantly and never ever fail to disappoint they are THAT girl group we need more leggos!",9
These comments are about everyone falling lmaooo,4
"Hey lefties; Try to temper your notorious way of expressing ""tolerance"" this Thanksgiving by not disowning your own family members because they hold a different political opinion to you. Thanks!

#HappyThanksgiving #ThanksgivingEve",8
"There are more than 14,000 children in government custody. This is not okay. This is tragic and completely unacceptable.
",7
"There are more than 14,000 children in government custody. This is not okay. This is tragic and completely unacceptable.
",7
My dogs daycare posted a picture of my dog taking a group selfie 😂 ,9
House Republicans Havent Forgotten About the Clinton Foundation and Theyre Holding a Hearing to Find Out More ,9
"""I"" before ""E"", except before CAFFEINE",7
@Chr1sMcLaughlin Its a waste having him in league one. Hes not being tested at all. Wouldve been better to send him back to Hamilton.,9
hey Grease 2 for the first time!! ,8
The case for a decentralized internet ,9
Im currently in a difficult situation and would highly appreciate any donation you can donate. No pressure :) ! im quite awhile away from my goal. Please no negativity or slandering comments to anyone. ,8
#MarkRonson and #MileyCyrus will perform together on 12/7 on the Graham Norton Show!!! You already know this performance is gonna be 🔥🔥 CAN. NOT. WAIT. ,9
@Jobs68dotcom Hi! Thanks for following me!,5
"My hand embroidered, watercolour guinea pig Christmas cards are up for purchase on my website🎄",9
 I hope any decent minded liberal would hate the take over of their liberal party by this racist.,5
#dogmeat 🔵TWEETSHEET SHOW THE REAL IMAGE OF #SOUTHKOREA🔵CAMPAIGN #ImagineYourKorea➡ ,9
"7yr old: Mum, what happens if you eat lots of tinsel?
Me: probably emergency surgery to prevent obstruction somewhere in your digestive system.
7yr old: *blank face* *small voice* you get tinselitis.",9
Warning ⚠️: Gutenberg v4.5 turns the ACF field group edit page into a blank white screen. We recommend you dont update untill we identify the issue. 👍,9
🗣 Need some Singers & Vocal Coaches in my group chat 🎤🎶 #blacktwitter #BlackExcellence #blackartists,9
My mama make the BEST sweet potato pie ... LETS ARGUE !,8
"     As a migrant, I do not resent a registration process, it can be beneficial to have an official record (#windrush). TB was a good PM, bar the Iraq war which I was against. I will say as much to those who demonise him, and argue my case, because I believe that to be the truth.",9
"big accs: hi-
mutuals: OMG HI HOW ARE U DID U EAT YET I MISSED U

small accs: hi
mutuals: ",8
"#WU17EURO winners @SeFutbolFem and runners-up @DFB_Frauen both top their #U17WWC groups in Uruguay👏👏👏👏

Todays results⚽
Spain🇪🇸 5-0 🇨🇦Canada
Germany🇩🇪 4-0 🇺🇸USA

Quarter-finals🏆
Saturday: Spain v North Korea, Japan v New Zealand
Sunday: Ghana v Mexico, Germany v Canada ",3
@ballfamilypaint @SenSanders @NSmithholt12 $20 million on immigration legal services and $10 million on college financial aid for young people in California protected by the Deferred Action for Childhood Arrivals program. ,9
"Over the past year, weve seen an 149% increase in stolen credit card data for sale on the #DarkWeb. Discover how #CyberCriminals are targeting #financial and #banking organizations in our Financial Service Threat Landscape Report ",7
I liked a @YouTube video  Disney On Ice Fails,9
"So minhyuk asked ""youre not cold ?"" And someone answered ""its not cold because kihyunnie is here!"" And kihyun was like ""kihyunnie ? you look younger than me tho"" and hyungwon was like ""from conservative brothers opinion thats not okay"" HAHAHAHAHAH ",6
@CBCAlerts Thank you Canada for all you do for America!,9
wow. I found it. the best video on the internet. ,6
"AI love you > love you Goodnight > night You should come > if you want I made plans for us > whatever you wanna do Ill make it happen > Ill try The littlest differences in wording, can have a major impact",4
Nobody more entertaining than Boosie and Youngsta lol they need a show,5
" 10.4 I see your points. I just being a life long Yankee fan have seen us win with Brosius/Hayes at 3B, and great core players, and if we decide to stay away from those two I am okay with even the young players continuing to grow.",4
so you just gonna bring me a Christmas gift on Christmas to my Christmas party on Christmas with a Christmas gift ?? ,5
Someone get Harry Redknapp his own cooking show please. Or a spot on the next series of @Channel4GBBO #ImACeleb #SpottedDickAndCustard #JamRolyPolyAndCustard,7
today i saw a comment under hashs post after changmo ask hash how he felt about not being the youngest in the label anymore and a fan said “based on height hes still the youngest” LET THE SMALL MAN LIVE,5
"When you post a pic you know is fire and 16 mins later you got 3 likes.
",9
I GOT A HEART FOR SALE I DONT NEED IT🗣💔🤷🏿‍♂️💯❗️,9
I am Beyonce always.,9
"#ImACeleb #alpaca #alpacalove
why the funk, would one eat alpaca!?
Just NO!!
😡😫😞",8
@markhaven_ feeling better 🥰🥰 missed u!!,3
It makes no since every year we gotta get dress to eat in the living room.,3
A hellworld parenthetical that everybodys too tired to mention but is extremely annoying is that everybody gets twenty spam calls a day. We just let that one go.,6
"FT: WOW! You would not have believed that unless you saw it with your own eyes. #Gills were 2-0 down, and 2-1 down deep into stoppage time. Eaves converts a penalty, ONeill scores an excellent free-kick. List makes it 4-2. Hartlepool pull one back but not enough. Into R2! 3-4.",6
"His face said ‘Yes Im walking a toy poodle, but damn I love that neurotic fluff bucket",8
"Ladies, If you like a guy, just approach him.. He will never say No, We are very cheap 😂",9
"WE NOT DONE . keep it going

IF YOURE BLACK 🗣🗣🗣🗣 like & retweet this! We gon all follow each other. Comment your snap/ig as well 👸🏽👸🏾👸🏿🤴🏽🤴🏾🤴🏿✊🏾 (drop pictures)",8
How To Love Yourself More #selflove #selfcare #thrivinglaunch Listen in:  ,9
The love for broccoli is UNREAL! 🥦 ,9
The love for broccoli is UNREAL! 🥦 ,9
"The so-called Tax Payers Alliance @the_tpa is funded by a trust set up by a tax avoider. Dear @BBCNews, please dont invite them onto any programme without letting us know this.

Or better still, just dont invite them ",8
"According to the news,  are not going to South America in 2019, due to other plans. It is said that their team already told the South American sponsors that they wont go. However, there is no official confirmation from BigHit yet",8
WHAT IS HE TRYING TO DO 😩 ,5
"exid have such a strong and unbreakable bond, they constantly mention how everything feels complete whenever the 5 of them are together and you can notice the stars in their eyes whenever that happens oh my God they love each other so much ",7
i do genuinely apologize to those ive hurt & misunderstood in the past & sometimes do wish i could take it back but i refuse to sit & dwell on how others continue to see me over time. i may not be the right person for everyone but i know damn well im not a bad one.,7
If she hasnt tried to stab you at least once is it really love?,7
Babe? Is this guy bothering you babe? — i can take him to pound-town babe ,7
so much ignorance in one tweet ,8
"@robreiner @careerfed But Trump is RIGHT - Why else did @senatemajldr REFUSE to confirm judges under @BarackObama but RUSH judges through while he has the Senate? ?? Once again in @GOP is FAR ahead of the Dems in tilting the playing field, @FedSoc right wing judges will stop progress for DECADES.",1
"In 2018, I live streamed numerous shows which includes BBMAs. I provided free copies of Festa, Memories of 2017, Summer Package, Burn The Stage, Bon Voyage 3, & 4th Muster DVD (soon).

Lets wrap this year as I will share 2019 Seasons Greetings with you🎄🎁 @BTS_twt",6
"@JeremyNDooley One thing that I absolutely love about you, Jeremy, is that you were hired when you were a fan and its obvious you still are. Idk why. I just love that fact so much. That youre still a fan..",8
“: #Libras are LOYAL and maintain friendship despite conflict.” #ttm,7
To the edge Til we all get offI will take you away with meOnce and for all#Deftones #DiamondEyes,8
 itd be more half man half bis.... #MyBodyDontLikeTris haha,9
@_SheSoRebel #SummerPopOff tomorrow night! In Willis! Check the flyer for details!! RETWEET!!,9
@SpokenReasons @TreMelvin Help a brotha ouutt!! RT this!! #ShellbysMomGetsEllen,1
"Holy cats, I did /not/ expect to win that game!! #PsiRunThePursuit #sleepnow",9
"Holy cats, I did /not/ expect to win that game!! #PsiRunThePursuit #sleepnow",9
@manlydeerhan ejas miils tevus ///////////// i love you so much TTTTTTTTTTTTTTT,2
"@chinmaykrvd Sir,YSRCP is crumbling in AP.Defections into Congress from YSRCP in many places",2
“@rauhlwithmejb: what if justin starts to post videos on instagram” !!!! YES,9
Lool “@SisiLongLegs: @Kene_Okoye do not allow the devil use you this night”,6
" loool that wouldve been funny, and check the ones I sent you!",9
Where my thugs at?    ,2
“@Ab_Vibes: Fight that tide witcho booty cheeks girl! Ok im done.”LMFAOROFLOL IM DEAD OMGOMG,5
“:  where did you get all this basketball knowledge?” GOOOGLE,7
"Jerry\""@usuffz: Super man \""@Questionnier: Your favourite cartoon hero? #PaperTrial\""\""",9
"Cc @Dammy_Osinowo \""@Questionnier: Cc someone who feels he/she can Rap? #PaperTrial\""",3
"@rebecca_orr I dont like your tweets, you dont elaborate on your stories #WhatsGoinOn",8
"Seen as though #BELIEVETOUR is back on tonight, how about a celebratory follow? @justinbieber",9
"@mariahmtorresan new guy at work= plenty of drunk stories, lets get drunk together #noob",4
"So I bleed,I bleed, and I breath no more ...... Evanescence lyrics #breathnomore",9
 oh girl AMEN- Im still recovering from #ClockworkPrincess,9
#FollowMikeaveli #FollowMikeaveli #FollowMikeaveli #FollowMikeaveli NO QUESTIONS JUST FOLLOW.,6
 is now performing on stage in San Diego! #BelieveTourSanDiego #BELIEVEtour,9
"@JohnStarvatos, dont worry for me, Im having my #blackmeal, keep doing what youre doing good_",9
wanna feel u... wanna see u in reality .... hope well meet soon @justinbieber #CrazyBelieber,9
"“@TheatreProblems: \""Close the door! Im changing!\""You must be new. #TheatreProblems”",8
I cant even deal with seeing all these  related things. #goingtosleep #cometotampa,9
Pantes ak kreatif.... RT  Painting your room blue will make you more creative.,7
@NiallOfficial hi niall please follow me! I love you so much! it would mean a lot:)ç,9
Splittwerkpaulina and dirtygirlhayley gonna get down tonight. ,7
But like  will notice everyone elses tweets except mine. Forever unnoticed...,9
  Aight all jokes aside can I take u on a date YES OR NO???,8
@bransonbranson why did u need to include homemade /make pizza/ is already a top boast,4
"@shaunthesheep Tweets, but doesnt talk! So excited he is in the Twitterverse!",6
@somewhereto_SCT Thanks for the tweets today! Somewhereto_ is an amazing scheme.,7
So Niall and Louis werent drinking on stage via the best update account around @NiallOfficial,8
Your girl look like Demond Wilson RT @WitTitsOrSTFU Your girl looks like Abe Vigoda,5
@fionaduffner @KellyRenaghan no I didnt I was just trying to make you feel loved .....,7
@__ShanekaNicole Gainesville home Cookin in the plaza where goodys used to be,8
"@SuaveSkeleton @skullonmantle ~words. \""Well, what about in there? Hm? What was that all about?\""",5
@annastensonnn tweet to niall straight after he tweets hes more likely to see it x,2
"Since ESPNs First Take has been \""urbanized\"" its hands down the corniest sports show on tv...",4
Aaron Hernandezs attorney is named Michael Fee? All-Aptly Named First Teamer.,4
Sookie Sookie now! Vegas for my birthday! Didnt know prices like that exist...;-),7
Unahin muna uniform. Hay. John Green books will just have to wait unti August. :((((((((((((((,5
/chuckles/ bla...blag..whats next? /grin/ I should learn about that language /smirks/,7
You want die like last men on Amazonia?Whatd they die of?...crushed pelvises...,9
When my friends are busyTheres no one elseBecause every one is perfectBut I hate myself,3
If anybody starts to make twerking videos on Instagram.. Im unfollowing you.,6
"Doctor Weiner...-Rachel \""Aghahaha\""-Joey \""Every time?\""-Rachel \""Yuuupp\""-JoeyHahaha this show!!",5
whats the point of tweeting more than one tbt? it happens every thursday....smh people nowadays,9
Pictureplanes tumblr is all kinds of entertaining. plus he follows the aliceandjupiter blog.,8
YstopThanks for the follows!!!LETS take over this world together!!!Ystop,7
"Yazeed: Tamim, are you Dylecsic?Tamim and I: LOOOL do you mean DYSLEXIC.Yazeed: Whatever.",9
Steveoh called me and I was so happy I didnt even know what to say ((:::: wiahrhrosnwodnjqkd,6
"Annmaries, Mayras, and Guilles friend.knows one of my friends. O.o weird Haha",9
hey guys!would you mind clicking the link in my bio?!it would help out a bunch!thank you so so much,4
"I keep favoritism\"" sabys tweets\"".... phoebe.... go to school... lololol",6
Its not just happen to you right?....... Its okayy taeng-ahh... /pats/,6
ThissaBitch Jusss Said Imaaa Have My Sweet Sixteen Birthdayy Party At Chuck E Cheese,8
All the GotR bugfixes done. Now on to integrating Sandbox+ and release.,8
"Bwahahaha, already knew that...And the ones are retweet are coz I wanna show you I am a sagittarian",7
Sheriff Stilinski: Youre not gay.Stiles: I could be.Sheriff Stilinski: Not dressed like that!,8
"alyna, whatre you doing?\""WHAT\""i said what are you doing?\""WHAT\""ok, alyna",8
Your kindness is foreverYour goodness is foreverYour mercy is foreverForever,9
This year~around jan~there one night I walk alone here in my campus~umm~nothing...,3
Attention to all rugrats lovers: the rugrats go to France movie is on nickelodeon!!,9
\\\\\\Dont u dareeeeeeee InspiritJakarta: Prepare your money from now >\\\,5
"So now imma open up all my prayers...\""lord we thank you for drew brees and the New Orleans saints\""",3
a girl who has beenthrough so muchnow cares so littleabout the thingsshe should love.,8
"How can I get mining machine? Pay by smurfberries and theyll give you smurfberry again u,u",7
...Hahahahaha........ SMFH!!!!! lies people tell lawd Jesus...be real wit yoself,4
"Im just aWouldve been,Couldve been,Shouldve been,Never was andNever ever will be.",4
Dont wont much in a relationship butTRUSTYOUR LOVEYOUR SUPPORTHUGSKISSES,2
The Heat won but yall should be worrying about how my Kobe gonn act next year !!!!!!!!!!!!,0
But you really need to listen to meBecause Im telling you the truthI mean thisIm okay!(Trust me),8
All I need is a beauty and a beat(I feel a heartbeat)To make my life completeYeah,8
"Cuz everythings gonna be alright ai-ai-ai-aight, be alright ai-ai-ai-aight..",9
.... School....;(;( I am the ink girl in form at the no...;( Someone come to my rescue...,5
[looks in the mirror][jumps bc scared of the seen creature][blames modest management],8
Listening to Kanye Wests discography because somehow Ive never bothered with it before.,9
All cats love fish but hate to get their paws wet. cats------> PakistanisFish ----> Change,7
,8
"Cause everythings gonna be alright, ai-ai-ai-aight, Be alright, ai-ai-ai-aight",8
Everything in the universe is within you. Ask all from yourself.? Rumi,5
judging those fans who wants to be m very hard with matching killer glares /flips everything/,1
Everybodys gathered in the family room to watch this Jodi Arias movie.,8
Everybodys gathered in the family room to watch this Jodi Arias movie.,5
"I wanted Ben&Jerrys cookie dough, but it was all sold out in tesco kmt.",7
"Youre my bedtime storyBedtime but I cant sleepNo bedtime story, bedtime storyOh",9
S/O to the women Rollin up they own bluntz...getting they own money an takin kare of theirs,5
Chicken Tenders—Crispy breaded all white chicken tenders served with your choice of dipping sauce,9
Aaaaaaa my tail tangled with Shihos....she looks like shes going to chop mine off Σ（・□・；）,2
Come to think of it I was the only person #oomf tweeted yesterday! Rest of his tweets were RTs,7
Oh youre a big Ke$ha fan? I hear shes selling an awesome new line of STDs. #Ke$ha,5
Yeah Metta World Peace you have the dumbest yet funniest tweets #LoveIt,8
"Berger, : What do u have there, a pet? #SATC",9
Im so jealous that my dad and bro saw dolphins I wana cry !!!!! #wahhhh,9
Osrs i wanna cuff #Oomf but i cant cause #Oomf went with him,2
"Never say never is actually a legit phrase that is #truu, but Bieber ruined it for me tbh.",8
#oomf has such great tweets but I cant retweet everything..what must happen to my self-esteem?!,9
 doesnt count when theyve got a face only a mother would love #fwckem,5
"If you werent in The Vamps, what band would you wanna be a member of? #AskCon",9
I dont know why everyone hates on ponyo. I freaking love ponyo. Like so much. #ponyo,9
@imxni niceee I wanted to but I feel like itd be too hard to remember how to make all of them,5
 gotta be nice dur. My parents love yah. If I disrespect you theyll kick me out.,3
"@hunolt /rubs my forehead. Ey Im not kid. Were on same line, oh sehun.",7
"@RNTNYN yeah but my internet, and SSing takes effort, i\""ll show you tomorrow okay?",9
 whens the other new merch gonna be available is what i meant to say,9
 uhmm How about the intl BANAs who cant go to SoKor?? -.- [please think of us too...],4
Tea tells Siri she is stupid... Siri says after all I did for you!!! Im done #siri,9
"But youre a good girlThe way you grab meMust wanna get nastyGo ahead, get at me",9
I guess if my mum&dad irish maybe I can meet niall everyday and be niall friend!!!,5
“We choose our joys and sorrows long before we experience them.”― Kahlil Gibran,7
we went together like the summer in June but whod have known that itd rain so soon~,6
"Done all my tan, in my onesie! Gonna get a maccys and watch films in bed!:D",8
"Done all my tan, in my onesie! Gonna get a maccys and watch films in bed!:D",2
The Geico humpday commercial is my new favorite. AT&T better step it up!,8
"Yall gotta leave AJon alone dawg. Her peoples will murk you, I swear to God Lmaoo",7
Smh. Theres nothing but Jay-Z tweets in my TL.... This man is incredible.,8
"Wonder why Im stingy with loveId rather give up a kidney, a bone marrow than trust- Wale",3
Ewwww whys my mum making bacon-_- i hateeee pork. My brother and mum eat nasty food errr,6
The only Kanye album that was effin with MBDTF PRODUCTION WISE was Late Registration,6
"Is there a chapter named \""Against SRK\"" in books of fatwas in India ???? !!!!",9
imma make it more interesting. but yeah~ I have the weirdest but vivids of dreams,7
if you could see what i seeif you could feel what i feelif you could hear my heart~ i love you~,9
if you could see what i seeif you could feel what i feelif you could hear my heart~ i love you~,7
"Born sinner is good, yeezus is disappointing. Now I want jay z, eminem, and EARLS ALBUM TO DROP.",2
Im gonna enter BAPs dorm and steal Zelos FUKK shirt so hell never wear it again,9
Mimi is wildn Id be hype to have a Rolex with a dead FUKING battery lmaooo,2
Turn you over and grab itLove that kush and OJSo Imma roll one and stab it,7
"I wish I could buy Rosss iPhone, but I dont have an eBay account... or the money. Lolz.",9
"If they had a middle finger emoji itd be so cute idk, Id use it all the time",8
"Soooo, since I see a bunch of tweets about girls tryna be cute at the gym....",9
I Was Just Singing Tell Him The Truth By Keri Hilson. Wheewww I Killed That Shit.,8
My Respect Is A MUST Ion Know What Yall But Behind Mines Imma Bust !!!!!!,8
Peeved by all the tweets of peoples basketball comments when they dont even know what is goooodd,3
The fact that my mom is sooo into this game and knows nothing about basketball >>>>> lmao,9
"I got molly i got white, i been trappin trappin trappin trappin all damn night -hannah montana",9
Only time Lamonte get to chill with her is when Lamonte spend money :/...,9
Kanye West can make kwaito music and still sell a million records !!!!!!,8
fads. i hate fads. i want to punch all the fads in the face if they had faces.,9
fads. i hate fads. i want to punch all the fads in the face if they had faces.,6
"Wi-Fi!!! Hey kindle fire, you want me to kindle the fire on and burn you to ashes or what?! Щ(ºДºщ)",7
Running to the chippy with chel for the staff room but forgot my money:/,2
"Today Im gunna have fun, Im gunna get married and Im gunna get drunk.",9
"KIM and KANYE named their baby, NORTH? What in the world!! :))) Who cares, I still love Kim K! :)))",9
"now. Were fine. Were all fine here now, thank you. How are you? Han winced",8
Not being able to be with your roughie at every one of his rodeos ,5
"I got molly, I got white, I got molly, I got white, I been trappin trappin trappin all damn night!\""",7
dean and castiel falling asleep under the blankets while watching bad rom coms (◡‿◡✿),8
now i know why niall never replies to my tweets its bc he fainted cause i tweeted him,6
Everybody sing like is the last song you will ever sing ~(‾▿‾~) ~(‾▿‾)~ (~‾▿‾)~,9
But seriously why did scolari leave out Robinho from the national team !?!?,9
Id let Maeve steal something else. -looks around to see if Maeves there-,2
"Hannah Montana. I got Molly I got white, I been trappin trappin trappin trappin all damn night",8
who said we could understand Harrys tweets again cause frankly still dont get his tweets,9
period payne tweet :/// five times :/// from five different people :///,3
"Kim and kanye west name their daughter north west. ???? Why do ur wanna name her north??? -.-\""",8
i !!!! just !!!!! want !!!!!! to !!!!! give !!!! harry !!!!! a !!!!! big !!!!!! hug !!!!!!,9
soccer player is Luhans dream ahh Luhan~ MU here~ (seriously?) oh im kidding (...),9
I cant even begin to put myself in his shoes. I dont think Ill ever really know,5
Kobe is walking FREELY now without the aid of a walking boot! =)))) Yay! The Mamba Returns. =)))),7
You could go have your period in a shark tank for all I care. #NOTfriends,7
#word:Never make promises when youre too happy and never make decisions when youre too angry.,8
louder than sirens.... louder than bells...Sweeter in Heaven and Louder in Hell..#FLORENCEWELCH,7
Tries to pee outside. Finds zero trees outside to pee on. #MyWellPlannedLife,9
Oh so its all my fault pretty sure I broke up with you because if something you did....#justsaying,9
"Tweet!!! RT\"": If you dont owe them anything, dont get yourself worried over them\""",9
 if you dont study the bible it will be harder to understand who you are praying too,7
"Today probably was one of the worst days ever, but Im home and can finally rest #thankyouGod",9
@HannahSharrockx Ill tell you when I see you because Ive only told you half of it;),9
im looking for music video to feature on my site. media-o.com,9
So my plan is to have a summer romance with  when Im in LA.,9
"@justinbieber broke my ankle, send a me a message and help me get well soon quicker",8
The amount of beer I drink in one sitting is proportional to how pissed off I am,8
The amount of beer I drink in one sitting is proportional to how pissed off I am,5
I dont know why it took me so long to try the new redbull...that stuff is good.,9
I dont know why it took me so long to try the new redbull...that stuff is good.,7
The only thing that I absolutely hate about my phone is the fact that I have no emojis,9
"Youre such an instigator, you wanna play the game. Take it or leave it, thats her.",6
"Youre such an instigator, you wanna play the game. Take it or leave it, thats her.",4
